activity,ambience,budget,color,dress_preference,drink_level,height,hijos,interest,user_latitude,user_longitude,marital_status,personality,religion,smoker,transport,weight,Rambience,accessibility,address,alcohol,area,rest_city,country,dress_code,fax,franchise,rest_latitude,rest_longitude,rest_name,other_services,price,smoking_area,state,url,zip,user_age,target_exitoso
student,friends,low,white,formal,casual drinker,1.67,independent,technology,22.19204,-100.956935,single,hard-worker,Catholic,False,public,57,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,35,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,Mexico 810 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.164842,-100.960493,El Club,none,medium,none,SLP,?,78000,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,20 de Noviembre 1817 Tlaxcala,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.16835,-100.972466,Restaurante Guerra,none,high,section,SLP,?,78038,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,1a. de Lozada 1,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14955,-100.97797,El Rincon de San Francisco,none,medium,none,SLP,?,?,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,no_accessibility,Industrias 908 Valle Dorado,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.140129,-100.944872,Abondance Restaurante Bar,none,low,none,SLP,?,78399,36,0
student,friends,low,blue,formal,casual drinker,1.83,independent,technology,22.190949,-100.917902,single,thrifty-protector,Christian,True,public,65,familiar,completely,Carretera Central Sn,No_Alcohol_Served,closed,San Luis Potosi,?,informal,?,f,22.1362533999999,-100.9335852,Potzocalli,none,low,none,?,?,?,36,0
student,family,medium,blue,elegant,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Miguel Barragan 46 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.145893,-100.97487,Restaurant de Mariscos de Picon,none,low,section,SLP,?,79300,38,1
student,family,medium,blue,elegant,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Guajardo Sn San Luis Potosi Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.155651,-100.977767,Restaurant la Chalita,none,medium,section,SLP,?,78000,38,0
student,family,medium,blue,elegant,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Pascual M. Hernandez 240,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.147145,-100.974493999999,Restaurant Orizatlan,none,medium,none,SLP,?,?,38,0
student,family,medium,blue,elegant,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Tangamanga 7 Tangamanga,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.159357,-100.973411,Restaurant Oriental Express,none,medium,none,SLP,?,78269,38,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Camino a Simon Diaz 155 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.135617,-100.969709,Restaurant los Compadres,none,high,none,SLP,?,74000,35,0
student,family,medium,blue,elegant,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Pascual M. Hernandez 210 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.147175,-100.974268999999,Restaurante Bar El Gallinero,none,high,section,SLP,?,78000,38,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,De Guadalupe 460 San Miguelito,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14161,-100.973142,Restaurant El Muladar de Calzada,none,medium,section,SLP,?,78399,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,1a. de Lozada 1,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14955,-100.97797,El Rincon de San Francisco,none,medium,none,SLP,?,?,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Guajardo Sn San Luis Potosi Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.155651,-100.977767,Restaurant la Chalita,none,medium,section,SLP,?,78000,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Mexico 810 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.164842,-100.960493,El Club,none,medium,none,SLP,?,78000,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Venustiano Carranza 560 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,casual,?,f,22.151189,-100.98179,Restaurante la Gran Via,none,high,none,SLP,lagranvia.com.mx,78000,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Francisco I. Madero 145 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151189,-100.977058,Restaurante Versalles,none,low,section,SLP,?,78000,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Pascual M. Hernandez 210 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.147175,-100.974268999999,Restaurante Bar El Gallinero,none,high,section,SLP,?,78000,35,1
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,35,0
student,family,medium,purple,formal,casual drinker,1.54,independent,variety,22.146708,-100.964355,single,hard-worker,Catholic,False,car owner,46,familiar,no_accessibility,Alhondiga 62 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.156724,-100.975556,Restaurante Alhondiga,none,medium,none,SLP,?,78000,35,1
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,Ricardo B. Anaya 2700 Estrella de Oriente,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.140626,-100.915657,Restaurante y Pescaderia Tampico,none,high,none,SLP,?,78000S,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,Villa de Pozos 192 Villa de Pozos,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151448,-100.915099,la Estrella de Dimas,none,medium,none,SLP,?,78421,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,De La Estrella 2005 Estrella de Oriente,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.126375,-100.910926,Restaurante la Cantina,none,medium,section,SLP,?,78396,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1508494,-100.9397522,Rincon Huasteco,none,low,none,?,?,?,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,Villa de Pozos 4497 Villa de Pozos,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.152918,-100.915164,Restaurante 75,none,medium,none,SLP,?,78421,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,completely,Carretera Central Sn,No_Alcohol_Served,closed,San Luis Potosi,?,informal,?,f,22.1362533999999,-100.9335852,Potzocalli,none,low,none,?,?,?,34,0
student,friends,medium,green,informal,abstemious,1.71,independent,variety,22.23712450000015,-99.1605479999999,single,thrifty-protector,Catholic,False,public,59,familiar,no_accessibility,Industrias 908 Valle Dorado,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.140129,-100.944872,Abondance Restaurante Bar,none,low,none,SLP,?,78399,34,0
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,General Mariano Arista 1205 Barrio de Tequisquiap,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.150921,-100.993828,Restaurante Casa de las Flores,none,high,section,SLP,?,78310,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,38,0
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Guajardo Sn San Luis Potosi Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.155651,-100.977767,Restaurant la Chalita,none,medium,section,SLP,?,78000,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,SLP,?,78000,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,1a. de Lozada 1,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14955,-100.97797,El Rincon de San Francisco,none,medium,none,SLP,?,?,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Santos Degollado 745 los Alamitos,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,none,medium,section,SLP,?,78250,38,0
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,Pascual M. Hernandez 240,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.147145,-100.974493999999,Restaurant Orizatlan,none,medium,none,SLP,?,?,38,0
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,completely,esquina santos degollado y leon guzman,No_Alcohol_Served,open,s.l.p.,mexico,informal,?,f,22.1473922,-100.983092,puesto de tacos,none,low,none,s.l.p.,?,78280,38,1
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,quiet,no_accessibility,Anahuac 805,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1478799999999,-100.989471999999,Preambulo Wifi Zone Cafe,Internet,medium,none,SLP,?,?,38,0
student,family,medium,blue,formal,social drinker,1.71,kids,technology,22.156469,-100.98554,married,thrifty-protector,Catholic,False,public,40,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,38,1
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Industrias 908 Valle Dorado,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.140129,-100.944872,Abondance Restaurante Bar,none,low,none,SLP,?,78399,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1508494,-100.9397522,Rincon Huasteco,none,low,none,?,?,?,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Camino a Simon Diaz 155 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.135617,-100.969709,Restaurant los Compadres,none,high,none,SLP,?,74000,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,De Guadalupe 460 San Miguelito,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14161,-100.973142,Restaurant El Muladar de Calzada,none,medium,section,SLP,?,78399,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Ricardo B. Anaya 2700 Estrella de Oriente,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.140626,-100.915657,Restaurante y Pescaderia Tampico,none,high,none,SLP,?,78000S,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Miguel Barragan 46 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.145893,-100.97487,Restaurant de Mariscos de Picon,none,low,section,SLP,?,79300,34,0
student,family,medium,green,formal,social drinker,1.74,independent,variety,22.120019,-100.950991,single,hard-worker,Christian,False,public,40,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Mexico 810 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.164842,-100.960493,El Club,none,medium,none,SLP,?,78000,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,20 de Noviembre 1817 Tlaxcala,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.16835,-100.972466,Restaurante Guerra,none,high,section,SLP,?,78038,34,1
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Soledad Sn Arboledas de Soledad,Wine-Beer,closed,Soledad,Mexico,informal,?,f,22.174887,-100.970825,Restaurante la Estrella de Dima,none,high,none,SLP,?,78430,34,1
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,completely,Carretera Central Sn,No_Alcohol_Served,closed,San Luis Potosi,?,informal,?,f,22.1362533999999,-100.9335852,Potzocalli,none,low,none,?,?,?,36,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Mexico 2015 Providencia,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.17655535,-100.973614,Restaurante Pueblo Bonito,none,high,none,SLP,?,78395,34,1
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,36,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,34,1
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1508494,-100.9397522,Rincon Huasteco,none,low,none,?,?,?,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Miguel Barragan 46 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.145893,-100.97487,Restaurant de Mariscos de Picon,none,low,section,SLP,?,79300,34,1
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Francisco I. Madero 145 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151189,-100.977058,Restaurante Versalles,none,low,section,SLP,?,78000,34,0
student,family,medium,white,informal,casual drinker,1.6,independent,technology,22.167575,-100.960364,single,thrifty-protector,Catholic,False,car owner,68,familiar,no_accessibility,Francisco I. Madero 215,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.15106,-100.977659,Luna Cafe,none,medium,none,SLP,lunacafe.com.mx,?,34,0
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,Costado Sur Central Camionera Km 2,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145992,-100.955118,El Herradero Restaurante and Bar,none,medium,section,SLP,?,78390,35,1
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,Villa de Pozos 192 Villa de Pozos,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151448,-100.915099,la Estrella de Dimas,none,medium,none,SLP,?,78421,35,1
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,Ricardo B. Anaya 2700 Estrella de Oriente,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.140626,-100.915657,Restaurante y Pescaderia Tampico,none,high,none,SLP,?,78000S,35,0
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,completely,Carretera Central Sn,No_Alcohol_Served,closed,San Luis Potosi,?,informal,?,f,22.1362533999999,-100.9335852,Potzocalli,none,low,none,?,?,?,35,0
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,Industrias 908 Valle Dorado,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.140129,-100.944872,Abondance Restaurante Bar,none,low,none,SLP,?,78399,35,0
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1508494,-100.9397522,Rincon Huasteco,none,low,none,?,?,?,35,1
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,Villa de Pozos 4497 Villa de Pozos,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.152918,-100.915164,Restaurante 75,none,medium,none,SLP,?,78421,35,0
student,friends,low,green,elegant,social drinker,1.76,independent,variety,22.1381269999999,-100.920512,single,hard-worker,Catholic,True,public,76,familiar,no_accessibility,De La Estrella 2005 Estrella de Oriente,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.126375,-100.910926,Restaurante la Cantina,none,medium,section,SLP,?,78396,35,1
student,family,medium,red,no preference,casual drinker,1.54,independent,eco-friendly,22.078728499999755,-99.2120329999999,single,thrifty-protector,Christian,False,public,50,familiar,no_accessibility,Federal Mexico - Acapulco 10 3 de Mayo,No_Alcohol_Served,closed,Cuernavaca,Mexico,informal,?,f,22.122991749999997,-100.8445762,Restaurant los Pinos,none,medium,none,Morelos,?,62790,41,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,44,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,partially,Universidad 169,Wine-Beer,open,San Luis Potosi,Mexico,informal,?,f,22.1497088,-100.976092799999,El Rincón de San Francisco,none,medium,only at bar,San Luis Potosi,?,78000,44,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,no_accessibility,Tangamanga 7 Tangamanga,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.159357,-100.973411,Restaurant Oriental Express,none,medium,none,SLP,?,78269,44,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,completely,esquina santos degollado y leon guzman,No_Alcohol_Served,open,s.l.p.,mexico,informal,?,f,22.1473922,-100.983092,puesto de tacos,none,low,none,s.l.p.,?,78280,44,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,44,0
?,?,?,yellow,?,abstemious,1.3750000000000002,?,none,22.154021,-100.976028,?,hard-worker,none,?,?,40,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,44,1
